OrphaCode,DiseaseName,PrevalenceType,PrevalenceQualification,PrevalenceClass,ValMoy,PrevalenceGeographic
1787,"Acrofacial dysostosis, Palagonia type",Cases/families,Case(s),,4.0,Worldwide
1787,"Acrofacial dysostosis, Palagonia type",Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
216981,"Niemann-Pick disease type C, juvenile neurologic onset",Point prevalence,Class only,Unknown,0.0,Worldwide
217008,Segmental venous malformation,Cases/families,Case(s),,40.0,Worldwide
217008,Segmental venous malformation,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
217017,Zechi-Ceide syndrome,Cases/families,Case(s),,3.0,Worldwide
217017,Zechi-Ceide syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
217012,Spinocerebellar ataxia type 31,Cases/families,Family(ies),,30.0,Worldwide
217012,Spinocerebellar ataxia type 31,Point prevalence,Class only,Unknown,0.0,Worldwide
2088,Fanconi-Bickel syndrome,Cases/families,Case(s),,200.0,Worldwide
2088,Fanconi-Bickel syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
2088,Fanconi-Bickel syndrome,Prevalence at birth,Value and class,1-9 / 1 000 000,0.3,Israel
2088,Fanconi-Bickel syndrome,Prevalence at birth,Value and class,1-9 / 1 000 000,0.5,Specific population
217026,"Microcephaly-facio-cardio-skeletal syndrome, Hadziselimovic type",Cases/families,Case(s),,5.0,Worldwide
217026,"Microcephaly-facio-cardio-skeletal syndrome, Hadziselimovic type",Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
217266,BNAR syndrome,Cases/families,Family(ies),,9.0,Worldwide
217266,BNAR syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
179,Birdshot chorioretinopathy,Point prevalence,Value and class,1-9 / 1 000 000,0.35,Worldwide
179,Birdshot chorioretinopathy,Point prevalence,Value and class,1-9 / 1 000 000,0.14,United States
217260,Progressive multifocal leukoencephalopathy,Point prevalence,Class only,Unknown,0.0,Worldwide
217260,Progressive multifocal leukoencephalopathy,Annual incidence,Value and class,<1 / 1 000 000,0.068,Sweden
217260,Progressive multifocal leukoencephalopathy,Annual incidence,Value and class,1-9 / 1 000 000,0.11,France
292,Congenital enterovirus infection,Point prevalence,Class only,Unknown,0.0,Worldwide
217253,NMDA receptor encephalitis,Point prevalence,Class only,Unknown,0.0,Worldwide
767,Polyarteritis nodosa,Point prevalence,Value and class,1-9 / 100 000,3.16,Europe
767,Polyarteritis nodosa,Point prevalence,Value and class,1-9 / 100 000,3.1,Sweden
767,Polyarteritis nodosa,Annual incidence,Value and class,1-9 / 1 000 000,0.9,United Kingdom
767,Polyarteritis nodosa,Point prevalence,Value and class,1-9 / 100 000,3.07,France
767,Polyarteritis nodosa,Annual incidence,Value and class,1-9 / 1 000 000,0.11,Australia
767,Polyarteritis nodosa,Annual incidence,Value and class,1-9 / 1 000 000,0.62,Spain
767,Polyarteritis nodosa,Point prevalence,Value and class,1-9 / 100 000,3.3,Norway
767,Polyarteritis nodosa,Annual incidence,Value and class,<1 / 1 000 000,0.05,Norway
767,Polyarteritis nodosa,Annual incidence,Value and class,<1 / 1 000 000,0.04,Germany
2584,Classic mycosis fungoides,Annual incidence,Value and class,1-9 / 1 000 000,0.58,United States
2584,Classic mycosis fungoides,Annual incidence,Value and class,1-9 / 1 000 000,0.5,Europe
2584,Classic mycosis fungoides,Point prevalence,Class only,Unknown,0.0,Worldwide
217093,"Mucopolysaccharidosis type 2, attenuated form",Point prevalence,Class only,Unknown,0.0,Worldwide
3162,Sézary syndrome,Annual incidence,Value and class,<1 / 1 000 000,0.02,United States
3162,Sézary syndrome,Annual incidence,Value and class,<1 / 1 000 000,0.012,Norway
3162,Sézary syndrome,Point prevalence,Class only,Unknown,0.0,Worldwide
217085,"Mucopolysaccharidosis type 2, severe form",Prevalence at birth,Value and class,1-9 / 1 000 000,0.4,Europe
217085,"Mucopolysaccharidosis type 2, severe form",Point prevalence,Class only,Unknown,0.0,Worldwide
217080,Pulmonary fungal infections in patients deemed at risk,Point prevalence,Value and class,1-5 / 10 000,22.0,Europe
217074,Rare carcinoma of pancreas,Annual incidence,Value and class,1-5 / 10 000,11.79,Europe
217074,Rare carcinoma of pancreas,Lifetime Prevalence,Value and class,1-9 / 100 000,8.3,Europe
217074,Rare carcinoma of pancreas,Point prevalence,Value and class,1-5 / 10 000,15.5,Europe
217074,Rare carcinoma of pancreas,Annual incidence,Value and class,1-9 / 100 000,3.9,Worldwide
217074,Rare carcinoma of pancreas,Point prevalence,Value and class,1-9 / 100 000,3.5,Worldwide
2330,Kasabach-Merritt phenomenon,Cases/families,Case(s),,300.0,Worldwide
2330,Kasabach-Merritt phenomenon,Point prevalence,Class only,Unknown,0.0,Worldwide
217071,Renal cell carcinoma,Point prevalence,Value and class,1-5 / 10 000,42.0,Europe
217071,Renal cell carcinoma,Annual incidence,Value and class,1-9 / 100 000,8.35,Europe
217067,Pouchitis,Point prevalence,Value and class,1-5 / 10 000,22.0,Europe
2700,Noma,Point prevalence,Class only,Unknown,0.0,Worldwide
217064,5-fluorouracil poisoning,Point prevalence,Value and class,1-9 / 100 000,2.0,Europe
1451,CINCA syndrome,Point prevalence,Class only,Unknown,0.0,Worldwide
217059,Isolated nail clubbing,Point prevalence,Class only,Unknown,0.0,Worldwide
217055,Autosomal recessive intermediate Charcot-Marie-Tooth disease type A,Cases/families,Family(ies),,8.0,Worldwide
217055,Autosomal recessive intermediate Charcot-Marie-Tooth disease type A,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
556,Malakoplakia,Point prevalence,Class only,Unknown,0.0,Worldwide
217335,RIN2 syndrome,Cases/families,Case(s),,10.0,Worldwide
217335,RIN2 syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
2745,Opitz GBBB syndrome,Point prevalence,Class only,Unknown,0.0,Worldwide
217340,17q21.31 microduplication syndrome,Point prevalence,Class only,1-9 / 1 000 000,0.0,Europe
3260,Idiopathic hypereosinophilic syndrome,Point prevalence,Class only,Unknown,0.0,Europe
217330,REN-related autosomal dominant tubulointerstitial kidney disease,Cases/families,Family(ies),,35.0,Worldwide
217330,REN-related autosomal dominant tubulointerstitial kidney disease,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
2086,Optic pathway glioma,Annual incidence,Value and class,1-9 / 1 000 000,0.12,Worldwide
2086,Optic pathway glioma,Point prevalence,Class only,Unknown,0.0,Europe
2566,Chronic Epstein-Barr virus infection syndrome,Point prevalence,Class only,Unknown,0.0,Worldwide
3385,African trypanosomiasis,Point prevalence,Class only,Unknown,0.0,Worldwide
1560,Cysticercosis,Point prevalence,Class only,Unknown,0.0,Worldwide
566,Congenital microcoria,Point prevalence,Class only,Unknown,0.0,Worldwide
341,Viral hemorrhagic fever,Point prevalence,Class only,Unknown,0.0,Worldwide
340,Hemorrhagic fever-renal syndrome,Annual incidence,Value and class,1-9 / 1 000 000,0.74,Europe
340,Hemorrhagic fever-renal syndrome,Point prevalence,Value and class,1-5 / 10 000,37.0,Europe
340,Hemorrhagic fever-renal syndrome,Annual incidence,Value and class,1-9 / 1 000 000,0.92,Austria
340,Hemorrhagic fever-renal syndrome,Annual incidence,Value and class,1-9 / 1 000 000,0.78,Belgium
340,Hemorrhagic fever-renal syndrome,Annual incidence,Value and class,<1 / 1 000 000,0.06,Bulgaria
340,Hemorrhagic fever-renal syndrome,Annual incidence,Value and class,1-9 / 100 000,2.2,Croatia
340,Hemorrhagic fever-renal syndrome,Annual incidence,Value and class,<1 / 1 000 000,0.08,Czech Republic
340,Hemorrhagic fever-renal syndrome,Annual incidence,Value and class,1-9 / 100 000,1.36,Estonia
340,Hemorrhagic fever-renal syndrome,Annual incidence,Value and class,1-5 / 10 000,29.16,Finland
340,Hemorrhagic fever-renal syndrome,Annual incidence,Value and class,1-9 / 1 000 000,0.18,France
340,Hemorrhagic fever-renal syndrome,Annual incidence,Value and class,1-9 / 100 000,1.16,Germany
340,Hemorrhagic fever-renal syndrome,Annual incidence,Value and class,<1 / 1 000 000,0.08,Hungary
340,Hemorrhagic fever-renal syndrome,Annual incidence,Value and class,1-9 / 1 000 000,0.3,Latvia
340,Hemorrhagic fever-renal syndrome,Annual incidence,Value and class,1-9 / 100 000,1.44,Luxembourg
340,Hemorrhagic fever-renal syndrome,Annual incidence,Value and class,<1 / 1 000 000,0.02,Poland
340,Hemorrhagic fever-renal syndrome,Annual incidence,Value and class,<1 / 1 000 000,0.02,Romania
340,Hemorrhagic fever-renal syndrome,Annual incidence,Value and class,1-9 / 1 000 000,0.24,Slovakia
340,Hemorrhagic fever-renal syndrome,Annual incidence,Value and class,1-9 / 100 000,2.32,Slovenia
340,Hemorrhagic fever-renal syndrome,Annual incidence,Value and class,1-9 / 100 000,2.52,Sweden
340,Hemorrhagic fever-renal syndrome,Annual incidence,Value and class,1-9 / 1 000 000,0.5,Norway
2552,Microsporidiosis,Point prevalence,Class only,Unknown,0.0,Worldwide
1171,Cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome,Cases/families,Case(s),,10.0,Worldwide
1171,Cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
217560,Neuroendocrine cell hyperplasia of infancy,Point prevalence,Class only,Unknown,0.0,Worldwide
217557,Pulmonary interstitial glycogenosis,Point prevalence,Class only,Unknown,0.0,Worldwide
1686,Cardiac diverticulum,Point prevalence,Class only,Unknown,0.0,Worldwide
217563,Neonatal acute respiratory distress syndrome,Point prevalence,Class only,Unknown,0.0,Worldwide
217563,Neonatal acute respiratory distress syndrome,Prevalence at birth,Value and class,<1 / 1 000 000,0.067,Worldwide
217407,Hereditary hypotrichosis with recurrent skin vesicles,Cases/families,Case(s),,4.0,Worldwide
217407,Hereditary hypotrichosis with recurrent skin vesicles,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1456,Middle aortic syndrome,Prevalence at birth,Value and class,1-9 / 1 000 000,0.17,Europe
1456,Middle aortic syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Europe
1457,Coarctation of aorta,Prevalence at birth,Value and class,1-5 / 10 000,35.6,Europe
1457,Coarctation of aorta,Prevalence at birth,Value and class,6-9 / 10 000,78.5,Austria
1457,Coarctation of aorta,Prevalence at birth,Value and class,1-5 / 10 000,43.7,Belgium
1457,Coarctation of aorta,Prevalence at birth,Value and class,1-5 / 10 000,22.7,Croatia
1457,Coarctation of aorta,Prevalence at birth,Value and class,1-5 / 10 000,21.3,Denmark
1457,Coarctation of aorta,Prevalence at birth,Value and class,1-5 / 10 000,27.5,France
1457,Coarctation of aorta,Prevalence at birth,Value and class,1-5 / 10 000,59.4,Germany
1457,Coarctation of aorta,Prevalence at birth,Value and class,1-5 / 10 000,31.0,Hungary
1457,Coarctation of aorta,Prevalence at birth,Value and class,1-5 / 10 000,32.5,Ireland
1457,Coarctation of aorta,Prevalence at birth,Value and class,1-5 / 10 000,39.6,Italy
1457,Coarctation of aorta,Prevalence at birth,Value and class,1-5 / 10 000,24.9,Malta
1457,Coarctation of aorta,Prevalence at birth,Value and class,1-5 / 10 000,11.7,Netherlands
1457,Coarctation of aorta,Prevalence at birth,Value and class,1-5 / 10 000,21.3,Norway
1457,Coarctation of aorta,Prevalence at birth,Value and class,1-9 / 100 000,8.0,Poland
1457,Coarctation of aorta,Prevalence at birth,Value and class,1-9 / 100 000,9.5,Portugal
1457,Coarctation of aorta,Prevalence at birth,Value and class,1-5 / 10 000,16.9,Spain
1457,Coarctation of aorta,Prevalence at birth,Value and class,1-5 / 10 000,25.1,Switzerland
1457,Coarctation of aorta,Prevalence at birth,Value and class,1-5 / 10 000,40.1,United Kingdom
1457,Coarctation of aorta,Prevalence at birth,Value and class,1-5 / 10 000,38.1,Ukraine
1457,Coarctation of aorta,Point prevalence,Class only,Unknown,0.0,Worldwide
217390,Combined immunodeficiency due to DOCK8 deficiency,Cases/families,Case(s),,11.0,Worldwide
217390,Combined immunodeficiency due to DOCK8 deficiency,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1132,Aortic arch defects,Point prevalence,Class only,Unknown,0.0,Worldwide
217385,17p13.3 microduplication syndrome,Cases/families,Case(s),,50.0,Worldwide
217385,17p13.3 microduplication syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1207,Pulmonary atresia with ventricular septal defect,Prevalence at birth,Value and class,1-5 / 10 000,30.0,Worldwide
1207,Pulmonary atresia with ventricular septal defect,Point prevalence,Class only,Unknown,0.0,Worldwide
217399,Congenital insensitivity to pain-hyperhidrosis-absence of cutaneous sensory innervation,Cases/families,Case(s),,2.0,Worldwide
217399,Congenital insensitivity to pain-hyperhidrosis-absence of cutaneous sensory innervation,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
217396,Progressive polyneuropathy with bilateral striatal necrosis,Cases/families,Case(s),,4.0,Worldwide
217396,Progressive polyneuropathy with bilateral striatal necrosis,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
982,Pulmonary valve agenesis,Point prevalence,Class only,Unknown,0.0,Worldwide
217371,Acute infantile liver failure due to synthesis defect of mtDNA-encoded proteins,Cases/families,Case(s),,32.0,Worldwide
217371,Acute infantile liver failure due to synthesis defect of mtDNA-encoded proteins,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
217346,19q13.11 microdeletion syndrome,Cases/families,Case(s),,12.0,Worldwide
217346,19q13.11 microdeletion syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
980,Absence of the pulmonary artery,Annual incidence,Value and class,1-9 / 1 000 000,0.5,Europe
980,Absence of the pulmonary artery,Point prevalence,Class only,Unknown,0.0,Worldwide
217382,Neurodegenerative syndrome due to cerebral folate transport deficiency,Cases/families,Case(s),,3.0,Worldwide
217382,Neurodegenerative syndrome due to cerebral folate transport deficiency,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1054,Aneurysm of sinus of Valsalva,Point prevalence,Class only,Unknown,0.0,Worldwide
217377,Microduplication Xp11.22p11.23 syndrome,Cases/families,Case(s),,12.0,Worldwide
217377,Microduplication Xp11.22p11.23 syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
217622,Sensorineural deafness with dilated cardiomyopathy,Cases/families,Family(ies),,2.0,Worldwide
217622,Sensorineural deafness with dilated cardiomyopathy,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
3092,Fixed subaortic stenosis,Point prevalence,Class only,Unknown,0.0,Worldwide
2299,Aortic arch interruption,Prevalence at birth,Value and class,1-9 / 1 000 000,0.3,Europe
2299,Aortic arch interruption,Point prevalence,Class only,Unknown,0.0,Europe
3427,Double outlet left ventricle,Prevalence at birth,Value and class,1-9 / 1 000 000,0.5,Worldwide
3427,Double outlet left ventricle,Point prevalence,Class only,<1 / 1 000 000,0.0,Europe
3426,Double outlet right ventricle,Prevalence at birth,Value and class,1-5 / 10 000,10.0,Germany
3426,Double outlet right ventricle,Point prevalence,Class only,1-5 / 10 000,0.0,Europe
439,Isolated right ventricular hypoplasia,Point prevalence,Class only,Unknown,0.0,Worldwide
422,Idiopathic/heritable pulmonary arterial hypertension,Annual incidence,Value and class,1-9 / 1 000 000,0.11,United States
422,Idiopathic/heritable pulmonary arterial hypertension,Point prevalence,Value and class,1-9 / 1 000 000,0.65,France
422,Idiopathic/heritable pulmonary arterial hypertension,Annual incidence,Value and class,1-9 / 1 000 000,0.1,France
422,Idiopathic/heritable pulmonary arterial hypertension,Point prevalence,Value and class,1-9 / 100 000,1.4,Czech Republic
422,Idiopathic/heritable pulmonary arterial hypertension,Annual incidence,Value and class,1-9 / 1 000 000,0.62,Czech Republic
422,Idiopathic/heritable pulmonary arterial hypertension,Point prevalence,Value and class,1-9 / 100 000,1.0,Europe
422,Idiopathic/heritable pulmonary arterial hypertension,Point prevalence,Value and class,1-9 / 100 000,6.25,China
2038,Pulmonary arteriovenous malformation,Annual incidence,Value and class,1-9 / 100 000,2.5,Worldwide
2038,Pulmonary arteriovenous malformation,Point prevalence,Class only,Unknown,0.0,Europe
2037,Congenital aortopulmonary window,Prevalence at birth,Value and class,1-9 / 100 000,5.0,Worldwide
2037,Congenital aortopulmonary window,Point prevalence,Class only,Unknown,0.0,Worldwide
2041,Coronary arterial fistula,Point prevalence,Class only,Unknown,0.0,Worldwide
282,Frontotemporal dementia,Point prevalence,Value and class,1-9 / 100 000,3.0,Europe
282,Frontotemporal dementia,Annual incidence,Value and class,1-9 / 100 000,3.05,Italy
331,Congenital factor XIII deficiency,Annual incidence,Value and class,<1 / 1 000 000,0.04,Europe
331,Congenital factor XIII deficiency,Point prevalence,Value and class,<1 / 1 000 000,0.05,Europe
